DATA,DOCUMENTO,LOCALIZADOR DO GASTO,FASE,ESPÉCIE,Favorecido,UF DO FAVORECIDO,UG,Unidade Orcamentária,Órgão,Órgão Superior,VALOR,Grupo de Despesa,Elemento de Despesa,Modalidade de Despesa,Plano Orçamentário,Autor Emenda,Unnamed: 17,cnpj,NOME FAVORECIDO,CÓDIGO MUNICÍPIO SIAFI,NOME MUNICÍPIO,UF,nome,uf,cod_ibge_7,id_municipio_tse,NM_UE,SG_UF,NM_CANDIDATO,NM_URNA_CANDIDATO,SG_PARTIDO,DS_COMPOSICAO_COLIGACAO,NM_TIPO_ELEICAO,DT_ELEICAO,DS_SITUACAO_CANDIDATURA,DS_DETALHE_SITUACAO_CAND,DS_SITUACAO_CANDIDATO_PLEITO
16/12/2021,153173152532021OB827905,0001 - NACIONAL,Pagamento,Original,87.890.992/0001-58 - MUNICIPIO DE GRAVATAI,RS,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"919,66",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0006 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - EQUIPAMENTO E MOBILIARIO,8100 - RELATOR GERAL,,87890992000158,MUNICIPIO DE GRAVATAI,8683.0,GRAVATAI,RS,GRAVATAI,RS,4309209.0,86835,GRAVATAÍ,RS,LUIZ ARIANO ZAFFALON,ZAFFA,MDB,REPUBLICANOS / PP / PSL / MDB / PTB / PSDB / PSB / PRTB,ELEIÇÃO ORDINÁRIA,2020-11-15,APTO,DEFERIDO,DEFERIDO
17/12/2021,153173152532021NE653321,0001 - NACIONAL,Empenho,Não se aplica,76.970.326/0001-03 - MUNICIPIO DE COLORADO,PR,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"8.750,46",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0006 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - EQUIPAMENTO E MOBILIARIO,8100 - RELATOR GERAL,,76970326000103,MUNICIPIO DE COLORADO,7515.0,COLORADO,PR,COLORADO,PR,4105904.0,75159,COLORADO,PR,MARCOS JOSÉ CONSALTER DE MELLO,MARCOS MELLO,DEM,DEM / PSB / SOLIDARIEDADE / PTC,ELEIÇÃO ORDINÁRIA,2020-11-15,APTO,DEFERIDO,DEFERIDO
17/12/2021,153173152532021NE653495,0001 - NACIONAL,Empenho,Não se aplica,01.604.139/0001-07 - MUNICIPIO DE SEROPEDICA,RJ,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"572.741,92",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0006 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - EQUIPAMENTO E MOBILIARIO,8100 - RELATOR GERAL,,01604139000107,MUNICIPIO DE SEROPEDICA,786.0,SEROPEDICA,RJ,SEROPEDICA,RJ,3305554.0,58424,SEROPÉDICA,RJ,LUCAS DUTRA DOS SANTOS,PROFESSOR LUCAS,PSC,PP / PATRIOTA / PSL / DEM / SOLIDARIEDADE / PV / PRTB / PSC / CIDADANIA / PTC,ELEIÇÃO ORDINÁRIA,2020-11-15,APTO,DEFERIDO,DEFERIDO
17/12/2021,153173152532021NE653496,0001 - NACIONAL,Empenho,Não se aplica,10.144.426/0001-72 - MUNICIPIO DE PARANATAMA,PE,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"54.811,71",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0006 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - EQUIPAMENTO E MOBILIARIO,8100 - RELATOR GERAL,,10144426000172,MUNICIPIO DE PARANATAMA,2505.0,PARANATAMA,PE,PARANATAMA,PE,2610301.0,25054,PARANATAMA,PE,JOSE VALMIR PIMENTEL DE GOIS,VALMIR DO LEITE,PP,PP / MDB / PSC,ELEIÇÃO ORDINÁRIA,2020-11-15,APTO,DEFERIDO,DEFERIDO
17/12/2021,153173152532021NE653499,0001 - NACIONAL,Empenho,Não se aplica,46.444.063/0001-38 - MUNICIPIO DE SOCORRO,SP,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"186.641,88",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0006 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - EQUIPAMENTO E MOBILIARIO,8100 - RELATOR GERAL,,46444063000138,MUNICIPIO DE SOCORRO,7143.0,SOCORRO,SP,SOCORRO,SP,3552106.0,71439,SOCORRO,SP,JOSUÉ RICARDO LOPES,RICARDO LOPES,PTB,REPUBLICANOS / PTB / MDB / PSL / PL / PV / PSC / PSB,ELEIÇÃO ORDINÁRIA,2020-11-15,APTO,DEFERIDO,DEFERIDO
18/12/2021,153173152532021NS063981,0001 - NACIONAL,Liquidação,Não se aplica,45.709.912/0001-75 - MUNICIPIO DE VIRADOURO,SP,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,-,4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0006 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - EQUIPAMENTO E MOBILIARIO,8100 - RELATOR GERAL,,45709912000175,MUNICIPIO DE VIRADOURO,7239.0,VIRADOURO,SP,VIRADOURO,SP,3556800.0,72397,VIRADOURO,SP,ANTONIO CARLOS RIBEIRO DE SOUZA,CAL RIBEIRO,PTB,PTB / DEM / PATRIOTA,ELEIÇÃO ORDINÁRIA,2020-11-15,APTO,DEFERIDO,DEFERIDO
18/12/2021,153173152532021NS063985,0001 - NACIONAL,Liquidação,Não se aplica,04.283.578/0001-53 - MUNICIPIO DE NHAMUNDA,AM,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,-,4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0006 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - EQUIPAMENTO E MOBILIARIO,8100 - RELATOR GERAL,,04283578000153,MUNICIPIO DE NHAMUNDA,263.0,NHAMUNDA,AM,NHAMUNDA,AM,1303007.0,2631,NHAMUNDÁ,AM,RAIMUNDA MARINA BRITO PANDOLFO,MARINA PANDOLFO,PSD,PSD / PTB / REPUBLICANOS / DEM / PSC,ELEIÇÃO ORDINÁRIA,2020-11-15,APTO,DEFERIDO,DEFERIDO
18/12/2021,153173152532021NS063987,0001 - NACIONAL,Liquidação,Não se aplica,06.554.356/0001-53 - MUNICIPIO DE BOM JESUS,PI,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,-,4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0006 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - EQUIPAMENTO E MOBILIARIO,8100 - RELATOR GERAL,,06554356000153,MUNICIPIO DE BOM JESUS,1037.0,BOM JESUS,PI,BOM JESUS,PI,2201903.0,10375,BOM JESUS,PI,NESTOR RENATO PINHEIRO ELVAS,NESTOR ELVAS,MDB,MDB / PP / PT,ELEIÇÃO ORDINÁRIA,2020-11-15,APTO,DEFERIDO,DEFERIDO
18/12/2021,153173152532021NS064221,0001 - NACIONAL,Liquidação,Não se aplica,04.530.135/0001-10 - MUNICIPIO DE PAUINI,AM,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,-,4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0006 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - EQUIPAMENTO E MOBILIARIO,8100 - RELATOR GERAL,,04530135000110,MUNICIPIO DE PAUINI,271.0,PAUINI,AM,PAUINI,AM,1303502.0,2712,PAUINI,AM,RAIMUNDO RENATO RODRIGUES AFONSO,RENATO AFONSO,PSD,PL / PSD / SOLIDARIEDADE,ELEIÇÃO ORDINÁRIA,2020-11-15,APTO,DEFERIDO,DEFERIDO
18/12/2021,153173152532021NS064223,0001 - NACIONAL,Liquidação,Não se aplica,46.162.178/0001-30 - MUNICIPIO DE BARBOSA,SP,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,-,4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0006 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - EQUIPAMENTO E MOBILIARIO,8100 - RELATOR GERAL,,46162178000130,MUNICIPIO DE BARBOSA,6199.0,BARBOSA,SP,BARBOSA,SP,3505104.0,61999,BARBOSA,SP,RODRIGO PRIMO ANTUNES,RODRIGO,PSD,PSD,ELEIÇÃO ORDINÁRIA,2020-11-15,APTO,DEFERIDO,DEFERIDO
18/12/2021,153173152532021NS064225,0001 - NACIONAL,Liquidação,Não se aplica,04.530.135/0001-10 - MUNICIPIO DE PAUINI,AM,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,-,4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0006 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - EQUIPAMENTO E MOBILIARIO,8100 - RELATOR GERAL,,04530135000110,MUNICIPIO DE PAUINI,271.0,PAUINI,AM,PAUINI,AM,1303502.0,2712,PAUINI,AM,RAIMUNDO RENATO RODRIGUES AFONSO,RENATO AFONSO,PSD,PL / PSD / SOLIDARIEDADE,ELEIÇÃO ORDINÁRIA,2020-11-15,APTO,DEFERIDO,DEFERIDO
18/12/2021,153173152532021NS064229,0001 - NACIONAL,Liquidação,Não se aplica,04.530.135/0001-10 - MUNICIPIO DE PAUINI,AM,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,-,4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0006 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - EQUIPAMENTO E MOBILIARIO,8100 - RELATOR GERAL,,04530135000110,MUNICIPIO DE PAUINI,271.0,PAUINI,AM,PAUINI,AM,1303502.0,2712,PAUINI,AM,RAIMUNDO RENATO RODRIGUES AFONSO,RENATO AFONSO,PSD,PL / PSD / SOLIDARIEDADE,ELEIÇÃO ORDINÁRIA,2020-11-15,APTO,DEFERIDO,DEFERIDO
18/12/2021,153173152532021NS064231,0001 - NACIONAL,Liquidação,Não se aplica,04.530.135/0001-10 - MUNICIPIO DE PAUINI,AM,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,-,4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0006 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - EQUIPAMENTO E MOBILIARIO,8100 - RELATOR GERAL,,04530135000110,MUNICIPIO DE PAUINI,271.0,PAUINI,AM,PAUINI,AM,1303502.0,2712,PAUINI,AM,RAIMUNDO RENATO RODRIGUES AFONSO,RENATO AFONSO,PSD,PL / PSD / SOLIDARIEDADE,ELEIÇÃO ORDINÁRIA,2020-11-15,APTO,DEFERIDO,DEFERIDO
18/12/2021,153173152532021NS064233,0001 - NACIONAL,Liquidação,Não se aplica,04.530.135/0001-10 - MUNICIPIO DE PAUINI,AM,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,-,4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0006 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - EQUIPAMENTO E MOBILIARIO,8100 - RELATOR GERAL,,04530135000110,MUNICIPIO DE PAUINI,271.0,PAUINI,AM,PAUINI,AM,1303502.0,2712,PAUINI,AM,RAIMUNDO RENATO RODRIGUES AFONSO,RENATO AFONSO,PSD,PL / PSD / SOLIDARIEDADE,ELEIÇÃO ORDINÁRIA,2020-11-15,APTO,DEFERIDO,DEFERIDO
18/12/2021,153173152532021NS064235,0001 - NACIONAL,Liquidação,Não se aplica,82.916.800/0001-11 - MUNICIPIO DE ICARA,SC,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,-,4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0006 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - EQUIPAMENTO E MOBILIARIO,8100 - RELATOR GERAL,,82916800000111,MUNICIPIO DE ICARA,8137.0,ICARA,SC,ICARA,SC,4207007.0,81370,IÇARA,SC,DALVANIA PEREIRA CARDOSO,DALVANIA CARDOSO,PP,PP / PL / DEM / PSL / PATRIOTA / PTB,ELEIÇÃO ORDINÁRIA,2020-11-15,APTO,DEFERIDO,DEFERIDO
18/12/2021,153173152532021NS064237,0001 - NACIONAL,Liquidação,Não se aplica,23.006.331/0001-34 - MUNICIPIO DE CAREIRO DA VARZEA,AM,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,-,4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0006 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - EQUIPAMENTO E MOBILIARIO,8100 - RELATOR GERAL,,23006331000134,MUNICIPIO DE CAREIRO DA VARZEA,965.0,CAREIRO DA VARZEA,AM,CAREIRO DA VARZEA,AM,1301159.0,2046,CAREIRO DA VÁRZEA,AM,PEDRO DUARTE GUEDES,PEDRO GUEDES,PSD,REPUBLICANOS / PSD,ELEIÇÃO ORDINÁRIA,2020-11-15,APTO,DEFERIDO,DEFERIDO
18/12/2021,153173152532021NS064239,0001 - NACIONAL,Liquidação,Não se aplica,04.629.283/0001-96 - MUNICIPIO DE BOA VISTA DO RAMOS,AM,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,-,4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0006 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - EQUIPAMENTO E MOBILIARIO,8100 - RELATOR GERAL,,04629283000196,MUNICIPIO DE BOA VISTA DO RAMOS,297.0,BOA VISTA DO RAMOS,AM,BOA VISTA DO RAMOS,AM,1300680.0,2976,BOA VISTA DO RAMOS,AM,ERALDO TRINDADE DA SILVA,ERALDO CB,PSC,REPUBLICANOS / PP / PSC / PL / MDB / PSDB,ELEIÇÃO ORDINÁRIA,2020-11-15,APTO,DEFERIDO,DEFERIDO
18/12/2021,153173152532021NS064241,0001 - NACIONAL,Liquidação,Não se aplica,04.283.578/0001-53 - MUNICIPIO DE NHAMUNDA,AM,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,-,4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0006 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - EQUIPAMENTO E MOBILIARIO,8100 - RELATOR GERAL,,04283578000153,MUNICIPIO DE NHAMUNDA,263.0,NHAMUNDA,AM,NHAMUNDA,AM,1303007.0,2631,NHAMUNDÁ,AM,RAIMUNDA MARINA BRITO PANDOLFO,MARINA PANDOLFO,PSD,PSD / PTB / REPUBLICANOS / DEM / PSC,ELEIÇÃO ORDINÁRIA,2020-11-15,APTO,DEFERIDO,DEFERIDO
18/12/2021,153173152532021NS064243,0001 - NACIONAL,Liquidação,Não se aplica,04.530.135/0001-10 - MUNICIPIO DE PAUINI,AM,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,-,4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0006 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - EQUIPAMENTO E MOBILIARIO,8100 - RELATOR GERAL,,04530135000110,MUNICIPIO DE PAUINI,271.0,PAUINI,AM,PAUINI,AM,1303502.0,2712,PAUINI,AM,RAIMUNDO RENATO RODRIGUES AFONSO,RENATO AFONSO,PSD,PL / PSD / SOLIDARIEDADE,ELEIÇÃO ORDINÁRIA,2020-11-15,APTO,DEFERIDO,DEFERIDO
20/12/2021,153173152532021NE651577,0001 - NACIONAL,Empenho,Não se aplica,04.530.390/0001-62 - MUNICIPIO DE TAPAUA,AM,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"0,00",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0006 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - EQUIPAMENTO E MOBILIARIO,8100 - RELATOR GERAL,,04530390000162,MUNICIPIO DE TAPAUA,279.0,TAPAUA,AM,TAPAUA,AM,1304104.0,2798,TAPAUÁ,AM,GAMALIEL ANDRADE DE ALMEIDA,GAMALIEL,PSC,PSC / AVANTE,ELEIÇÃO ORDINÁRIA,2020-11-15,APTO,DEFERIDO,DEFERIDO
20/12/2021,153173152532021NE651582,0001 - NACIONAL,Empenho,Não se aplica,04.530.390/0001-62 - MUNICIPIO DE TAPAUA,AM,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"0,00",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0006 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - EQUIPAMENTO E MOBILIARIO,8100 - RELATOR GERAL,,04530390000162,MUNICIPIO DE TAPAUA,279.0,TAPAUA,AM,TAPAUA,AM,1304104.0,2798,TAPAUÁ,AM,GAMALIEL ANDRADE DE ALMEIDA,GAMALIEL,PSC,PSC / AVANTE,ELEIÇÃO ORDINÁRIA,2020-11-15,APTO,DEFERIDO,DEFERIDO
20/12/2021,153173152532021NE651583,0001 - NACIONAL,Empenho,Não se aplica,04.530.390/0001-62 - MUNICIPIO DE TAPAUA,AM,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"0,00",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0006 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - EQUIPAMENTO E MOBILIARIO,8100 - RELATOR GERAL,,04530390000162,MUNICIPIO DE TAPAUA,279.0,TAPAUA,AM,TAPAUA,AM,1304104.0,2798,TAPAUÁ,AM,GAMALIEL ANDRADE DE ALMEIDA,GAMALIEL,PSC,PSC / AVANTE,ELEIÇÃO ORDINÁRIA,2020-11-15,APTO,DEFERIDO,DEFERIDO
20/12/2021,153173152532021NE653587,0001 - NACIONAL,Empenho,Não se aplica,85.997.237/0001-41 - MUNICIPIO DE SANTA CECILIA,SC,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"130.000,00",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0006 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - EQUIPAMENTO E MOBILIARIO,8100 - RELATOR GERAL,,85997237000141,MUNICIPIO DE SANTA CECILIA,8305.0,SANTA CECILIA,SC,SANTA CECILIA,SC,4215505.0,83054,SANTA CECÍLIA,SC,ALESSANDRA APARECIDA GARCIA,ALESSANDRA,MDB,MDB / PODE / PSL / PSB / PDT / PATRIOTA,ELEIÇÃO ORDINÁRIA,2020-11-15,APTO,DEFERIDO,DEFERIDO
20/12/2021,153173152532021NE653628,0001 - NACIONAL,Empenho,Não se aplica,12.262.721/0001-59 - MUNICIPIO DE FLEXEIRAS,AL,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"3.926,81",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0006 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - EQUIPAMENTO E MOBILIARIO,8100 - RELATOR GERAL,,12262721000159,MUNICIPIO DE FLEXEIRAS,2755.0,FLEXEIRAS,AL,FLEXEIRAS,AL,2702801.0,27553,FLEXEIRAS,AL,SILVANA MARIA CAVALCANTE DA COSTA PINTO,SILVANA,PP,PROS / PP / MDB / PT / DEM,ELEIÇÃO ORDINÁRIA,2020-11-15,APTO,DEFERIDO,DEFERIDO
20/12/2021,153173152532021NE653629,0001 - NACIONAL,Empenho,Não se aplica,12.332.946/0001-34 - MUNICIPIO DE UNIAO DOS PALMARES,AL,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"702.817,23",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0006 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - EQUIPAMENTO E MOBILIARIO,8100 - RELATOR GERAL,,12332946000134,MUNICIPIO DE UNIAO DOS PALMARES,2885.0,UNIAO DOS PALMARES,AL,UNIAO DOS PALMARES,AL,2709301.0,28851,UNIÃO DOS PALMARES,AL,ARESKI DAMARA DE OMENA FREITAS JUNIOR,KIL,MDB,MDB / SOLIDARIEDADE / PSL / PSD,ELEIÇÃO ORDINÁRIA,2020-11-15,APTO,DEFERIDO,DEFERIDO
20/12/2021,153173152532021NE653631,0001 - NACIONAL,Empenho,Não se aplica,12.330.916/0001-99 - MUNICIPIO DE SAO JOSE DA LAJE,AL,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"13.883,38",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0006 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - EQUIPAMENTO E MOBILIARIO,8100 - RELATOR GERAL,,12330916000199,MUNICIPIO DE SAO JOSE DA LAJE,2865.0,SAO JOSE DA LAJE,AL,SAO JOSE DA LAJE,AL,2708303.0,28657,SÃO JOSÉ DA LAJE,AL,ANGELA VANESSA ROCHA PEREIRA BEZERRA,ÂNGELA VANESSA,PP,MDB / PSD / PP / PSL / PSC / PSB,ELEIÇÃO ORDINÁRIA,2020-11-15,APTO,DEFERIDO,DEFERIDO
20/12/2021,153173152532021NS065074,0001 - NACIONAL,Liquidação,Não se aplica,82.916.800/0001-11 - MUNICIPIO DE ICARA,SC,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,-,4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0006 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - EQUIPAMENTO E MOBILIARIO,8100 - RELATOR GERAL,,82916800000111,MUNICIPIO DE ICARA,8137.0,ICARA,SC,ICARA,SC,4207007.0,81370,IÇARA,SC,DALVANIA PEREIRA CARDOSO,DALVANIA CARDOSO,PP,PP / PL / DEM / PSL / PATRIOTA / PTB,ELEIÇÃO ORDINÁRIA,2020-11-15,APTO,DEFERIDO,DEFERIDO
20/12/2021,153173152532021NS065169,0001 - NACIONAL,Liquidação,Não se aplica,12.224.895/0001-27 - MUNICIPIO DE DELMIRO GOUVEIA,AL,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,-,4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0006 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - EQUIPAMENTO E MOBILIARIO,8100 - RELATOR GERAL,,12224895000127,MUNICIPIO DE DELMIRO GOUVEIA,2747.0,DELMIRO GOUVEIA,AL,DELMIRO GOUVEIA,AL,2702405.0,27472,DELMIRO GOUVEIA,AL,ELIZIANE FERREIRA COSTA,ZIANE COSTA,MDB,MDB / PSC / AVANTE,ELEIÇÃO ORDINÁRIA,2020-11-15,APTO,DEFERIDO,DEFERIDO
20/12/2021,153173152532021OB828588,0001 - NACIONAL,Pagamento,Original,06.554.356/0001-53 - MUNICIPIO DE BOM JESUS,PI,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,Fundo Nacional de Desenvolvimento da Educação,Ministério da Educação,"273.460,00",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0006 - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - EQUIPAMENTO E MOBILIARIO,8100 - RELATOR GERAL,,06554356000153,MUNICIPIO DE BOM JESUS,1037.0,BOM JESUS,PI,BOM JESUS,PI,2201903.0,10375,BOM JESUS,PI,NESTOR RENATO PINHEIRO ELVAS,NESTOR ELVAS,MDB,MDB / PP / PT,ELEIÇÃO ORDINÁRIA,2020-11-15,APTO,DEFERIDO,DEFERIDO
