DATA,DOCUMENTO,LOCALIZADOR DO GASTO,FASE,ESPÉCIE,Favorecido,UF DO FAVORECIDO,UG,Unidade Orcamentária,Órgão,Órgão Superior,VALOR,Grupo de Despesa,Elemento de Despesa,Modalidade de Despesa,Plano Orçamentário,Autor Emenda,Unnamed: 17
30/12/2021,530001000012021NE001461,0001 - NACIONAL,Empenho,Não se aplica,00.360.305/0001-04 - CAIXA ECONOMICA FEDERAL,DF,MDR/SE/SAD/ADMINISTRACAO GERAL,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,"733.382,00",4 - Investimentos,39 - Outros Serviços de Terceiros - Pessoa Jurídica,90 - Reserva de Contingência,0000 - APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGRADO - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
30/12/2021,530001000012021NE001539,0001 - NACIONAL,Empenho,Não se aplica,00.360.305/0001-04 - CAIXA ECONOMICA FEDERAL,DF,MDR/SE/SAD/ADMINISTRACAO GERAL,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,"156.216,00",4 - Investimentos,39 - Outros Serviços de Terceiros - Pessoa Jurídica,90 - Reserva de Contingência,0000 - APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGRADO - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
30/12/2021,530001000012021NE001540,0001 - NACIONAL,Empenho,Não se aplica,00.360.305/0001-04 - CAIXA ECONOMICA FEDERAL,DF,MDR/SE/SAD/ADMINISTRACAO GERAL,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,"192.691,00",4 - Investimentos,39 - Outros Serviços de Terceiros - Pessoa Jurídica,90 - Reserva de Contingência,0000 - APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGRADO - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
31/12/2021,530001000012021NE001661,0001 - NACIONAL,Empenho,Não se aplica,00.360.305/0001-04 - CAIXA ECONOMICA FEDERAL,DF,MDR/SE/SAD/ADMINISTRACAO GERAL,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,"2.105.035,00",4 - Investimentos,39 - Outros Serviços de Terceiros - Pessoa Jurídica,90 - Reserva de Contingência,0000 - APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGRADO - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
31/12/2021,530001000012021NE001664,0001 - NACIONAL,Empenho,Não se aplica,00.360.305/0001-04 - CAIXA ECONOMICA FEDERAL,DF,MDR/SE/SAD/ADMINISTRACAO GERAL,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,"670.003,00",4 - Investimentos,39 - Outros Serviços de Terceiros - Pessoa Jurídica,90 - Reserva de Contingência,0000 - APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGRADO - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
31/12/2021,530001000012021NE001677,0001 - NACIONAL,Empenho,Não se aplica,00.360.305/0001-04 - CAIXA ECONOMICA FEDERAL,DF,MDR/SE/SAD/ADMINISTRACAO GERAL,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,"49.014,00",4 - Investimentos,39 - Outros Serviços de Terceiros - Pessoa Jurídica,90 - Reserva de Contingência,0000 - APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGRADO - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
31/12/2021,530001000012021NE001683,0001 - NACIONAL,Empenho,Não se aplica,00.360.305/0001-04 - CAIXA ECONOMICA FEDERAL,DF,MDR/SE/SAD/ADMINISTRACAO GERAL,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,"828.956,00",4 - Investimentos,39 - Outros Serviços de Terceiros - Pessoa Jurídica,90 - Reserva de Contingência,0000 - APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGRADO - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
24/12/2021,530013000012021NE000116,0001 - NACIONAL,Empenho,Não se aplica,01.614.441/0001-46 - MUNICIPIO DE JENIPAPO DOS VIEIRAS,MA,SECRETARIA NACIONAL DE SEGURANCA HIDRICA SNSH,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,"2.000.000,00",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - IMPLANTACAO DE INFRAESTRUTURAS PARA SEGURANCA HIDRICA - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
24/12/2021,530013000012021NE000117,0001 - NACIONAL,Empenho,Não se aplica,06.119.945/0001-03 - MUNICIPIO DE MATA ROMA,MA,SECRETARIA NACIONAL DE SEGURANCA HIDRICA SNSH,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,"1.000.000,00",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - IMPLANTACAO DE INFRAESTRUTURAS PARA SEGURANCA HIDRICA - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
24/12/2021,530013000012021NE000118,0001 - NACIONAL,Empenho,Não se aplica,12.755.971/0001-20 - MUNICIPIO DE SERRA DO MEL,RN,SECRETARIA NACIONAL DE SEGURANCA HIDRICA SNSH,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,"2.000.000,00",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - IMPLANTACAO DE INFRAESTRUTURAS PARA SEGURANCA HIDRICA - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
24/12/2021,530013000012021NE000119,0001 - NACIONAL,Empenho,Não se aplica,05.277.173/0001-75 - MUNICIPIO DE PASTOS BONS,MA,SECRETARIA NACIONAL DE SEGURANCA HIDRICA SNSH,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,"1.000.000,00",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - IMPLANTACAO DE INFRAESTRUTURAS PARA SEGURANCA HIDRICA - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
27/12/2021,530013000012021NE000121,0001 - NACIONAL,Empenho,Não se aplica,06.114.631/0001-18 - MUNICIPIO DE MATOES,MA,SECRETARIA NACIONAL DE SEGURANCA HIDRICA SNSH,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,"1.000.000,00",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - IMPLANTACAO DE INFRAESTRUTURAS PARA SEGURANCA HIDRICA - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
27/12/2021,530013000012021NE000122,0001 - NACIONAL,Empenho,Não se aplica,01.612.395/0001-46 - MUNICIPIO DE ITAJA,RN,SECRETARIA NACIONAL DE SEGURANCA HIDRICA SNSH,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,"1.000.000,00",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - IMPLANTACAO DE INFRAESTRUTURAS PARA SEGURANCA HIDRICA - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
28/12/2021,530013000012021NE000124,0001 - NACIONAL,Empenho,Não se aplica,08.096.596/0001-87 - MUNICIPIO DE TIMBAUBA DOS BATISTAS,RN,SECRETARIA NACIONAL DE SEGURANCA HIDRICA SNSH,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,"800.000,00",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - IMPLANTACAO DE INFRAESTRUTURAS PARA SEGURANCA HIDRICA - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
28/12/2021,530013000012021NE000125,0001 - NACIONAL,Empenho,Não se aplica,08.004.525/0001-07 - MUNICIPIO DE IELMO MARINHO,RN,SECRETARIA NACIONAL DE SEGURANCA HIDRICA SNSH,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,"1.500.000,00",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - IMPLANTACAO DE INFRAESTRUTURAS PARA SEGURANCA HIDRICA - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
28/12/2021,530013000012021NE000126,0001 - NACIONAL,Empenho,Não se aplica,06.117.709/0001-58 - MUNICIPIO DE CHAPADINHA,MA,SECRETARIA NACIONAL DE SEGURANCA HIDRICA SNSH,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,"1.000.000,00",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - IMPLANTACAO DE INFRAESTRUTURAS PARA SEGURANCA HIDRICA - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
29/12/2021,530013000012021NE000130,0001 - NACIONAL,Empenho,Não se aplica,08.088.254/0001-15 - MUNICIPIO DE CARNAUBA DOS DANTAS,RN,SECRETARIA NACIONAL DE SEGURANCA HIDRICA SNSH,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,"700.000,00",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - IMPLANTACAO DE INFRAESTRUTURAS PARA SEGURANCA HIDRICA - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
30/12/2021,530013000012021NE000132,0001 - NACIONAL,Empenho,Não se aplica,59.851.600/0001-06 - MUNICIPIO DE SAO JOSE DA BELA VISTA,SP,SECRETARIA NACIONAL DE SEGURANCA HIDRICA SNSH,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,"1.500.000,00",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - IMPLANTACAO DE INFRAESTRUTURAS PARA SEGURANCA HIDRICA - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
31/12/2021,530013000012021NE000141,0001 - NACIONAL,Empenho,Não se aplica,12.264.628/0001-83 - MUNICIPIO DE CAMPO ALEGRE,AL,SECRETARIA NACIONAL DE SEGURANCA HIDRICA SNSH,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,"1.876.613,72",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - IMPLANTACAO DE INFRAESTRUTURAS PARA SEGURANCA HIDRICA - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
09/12/2021,530023000012021NE000336,0001 - NACIONAL,Empenho,Não se aplica,04.031.258/0001-06 - DEPARTAMENTO DE ESTRADAS DE RODAGEM INFRA-ESTRUTURA HIDROVIARIA E AEROPORTUARIA DO ACRE - DERACRE,AC,SECRETARIA NAC. MOBIL. DESENV. REG. E URBANO,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,"17.600.000,00",4 - Investimentos,42 - Auxílios,30 - Transferências a Estados e ao Distrito Federal,0000 - APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGRADO - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
09/12/2021,530023000012021NE000337,0001 - NACIONAL,Empenho,Não se aplica,04.031.258/0001-06 - DEPARTAMENTO DE ESTRADAS DE RODAGEM INFRA-ESTRUTURA HIDROVIARIA E AEROPORTUARIA DO ACRE - DERACRE,AC,SECRETARIA NAC. MOBIL. DESENV. REG. E URBANO,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,"126.400.000,00",4 - Investimentos,42 - Auxílios,30 - Transferências a Estados e ao Distrito Federal,0000 - APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGRADO - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
14/12/2021,530023000012021NE000356,0001 - NACIONAL,Empenho,Não se aplica,10.572.055/0001-20 - SECRETARIA DE DESENVOLVIMENTO AGRARIO DE PERNAMBUCO,PE,SECRETARIA NAC. MOBIL. DESENV. REG. E URBANO,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,"768.000,00",4 - Investimentos,42 - Auxílios,30 - Transferências a Estados e ao Distrito Federal,0000 - APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGRADO - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
14/12/2021,530023000012021NE000374,0001 - NACIONAL,Empenho,Não se aplica,04.953.717/0001-09 - SECRETARIA DE ESTADO DE TRANSPORTES,PA,SECRETARIA NAC. MOBIL. DESENV. REG. E URBANO,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,"4.800.000,00",4 - Investimentos,42 - Auxílios,30 - Transferências a Estados e ao Distrito Federal,0000 - APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGRADO - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
16/12/2021,530023000012021NE000488,0001 - NACIONAL,Empenho,Não se aplica,07.825.502/0001-09 - NUCLEO DE GERENCIAMENTO DO PARA RURAL - NGPR,PA,SECRETARIA NAC. MOBIL. DESENV. REG. E URBANO,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,"2.880.000,00",4 - Investimentos,42 - Auxílios,30 - Transferências a Estados e ao Distrito Federal,0000 - APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGRADO - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
16/12/2021,530023000012021NE000500,0001 - NACIONAL,Empenho,Não se aplica,08.783.132/0001-49 - SECRETARIA DO TURISMO DO ESTADO DO PIAUI,PI,SECRETARIA NAC. MOBIL. DESENV. REG. E URBANO,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,"864.000,00",4 - Investimentos,42 - Auxílios,30 - Transferências a Estados e ao Distrito Federal,0000 - APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGRADO - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
24/12/2021,530023000012021NE000748,0001 - NACIONAL,Empenho,Não se aplica,76.416.957/0001-85 - SECRETARIA DE ESTADO DA AGRICULTURA E DO ABASTECIMENTO,PR,SECRETARIA NAC. MOBIL. DESENV. REG. E URBANO,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,"6.822.996,70",4 - Investimentos,42 - Auxílios,30 - Transferências a Estados e ao Distrito Federal,0000 - APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGRADO - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
28/12/2021,175004000012021NS029840,0001 - NACIONAL,Liquidação,Não se aplica,46.578.498/0001-75 - MUNICIPIO DE ITANHAEM,SP,CAIXA ECONOMICA FEDERAL - PROGRAMAS SOCIAIS,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,-,4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,"RO00 - APOIO A PROJETOS E OBRAS DE REABILITACAO, DE ACESSIBILIDADE E MODERNIZACAO TECNOLOGICA EM AREAS URBANAS - REGRA DE OURO",8100 - RELATOR GERAL,
29/12/2021,175004000012021OB806706,0001 - NACIONAL,Pagamento,Original,46.578.498/0001-75 - MUNICIPIO DE ITANHAEM,SP,CAIXA ECONOMICA FEDERAL - PROGRAMAS SOCIAIS,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,"238.856,00",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,"RO00 - APOIO A PROJETOS E OBRAS DE REABILITACAO, DE ACESSIBILIDADE E MODERNIZACAO TECNOLOGICA EM AREAS URBANAS - REGRA DE OURO",8100 - RELATOR GERAL,
30/12/2021,175004000012021NE004950,0001 - NACIONAL,Empenho,Não se aplica,42.498.733/0001-48 - MUNICIPIO DE RIO DE JANEIRO,RJ,CAIXA ECONOMICA FEDERAL - PROGRAMAS SOCIAIS,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,"1.699.999,00",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - APOIO A REGULARIZACAO FUNDIARIA EM AREAS URBANAS,8100 - RELATOR GERAL,
16/12/2021,175004000012021NS028653,0001 - NACIONAL,Liquidação,Não se aplica,87.297.990/0001-50 - MUNICIPIO DE CRUZEIRO DO SUL,RS,CAIXA ECONOMICA FEDERAL - PROGRAMAS SOCIAIS,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,-,4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - APOIO A POLITICA NACIONAL DE DESENVOLVIMENTO URBANO - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
16/12/2021,175004000012021NS028658,0001 - NACIONAL,Liquidação,Não se aplica,06.748.297/0001-54 - MUNICIPIO DE ARNEIROZ,CE,CAIXA ECONOMICA FEDERAL - PROGRAMAS SOCIAIS,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,-,4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - APOIO A POLITICA NACIONAL DE DESENVOLVIMENTO URBANO - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
16/12/2021,175004000012021NS028660,0001 - NACIONAL,Liquidação,Não se aplica,87.613.410/0001-96 - MUNICIPIO DE GETULIO VARGAS,RS,CAIXA ECONOMICA FEDERAL - PROGRAMAS SOCIAIS,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,-,4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - APOIO A POLITICA NACIONAL DE DESENVOLVIMENTO URBANO - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
16/12/2021,175004000012021NS028664,0001 - NACIONAL,Liquidação,Não se aplica,07.735.541/0001-07 - MUNICIPIO DE UBAJARA,CE,CAIXA ECONOMICA FEDERAL - PROGRAMAS SOCIAIS,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,-,4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - APOIO A POLITICA NACIONAL DE DESENVOLVIMENTO URBANO - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
16/12/2021,175004000012021NS028666,0001 - NACIONAL,Liquidação,Não se aplica,76.205.657/0001-57 - MUNICIPIO DE ENEAS MARQUES,PR,CAIXA ECONOMICA FEDERAL - PROGRAMAS SOCIAIS,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,-,4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - APOIO A POLITICA NACIONAL DE DESENVOLVIMENTO URBANO - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
16/12/2021,175004000012021NS028668,0001 - NACIONAL,Liquidação,Não se aplica,17.827.858/0001-27 - MUNICIPIO DE GRUPIARA,MG,CAIXA ECONOMICA FEDERAL - PROGRAMAS SOCIAIS,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,-,4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - APOIO A POLITICA NACIONAL DE DESENVOLVIMENTO URBANO - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
16/12/2021,175004000012021NS028670,0001 - NACIONAL,Liquidação,Não se aplica,08.144.800/0001-98 - MUNICIPIO DE SANTO ANTONIO,RN,CAIXA ECONOMICA FEDERAL - PROGRAMAS SOCIAIS,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,-,4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - APOIO A POLITICA NACIONAL DE DESENVOLVIMENTO URBANO - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
16/12/2021,175004000012021NS028674,0001 - NACIONAL,Liquidação,Não se aplica,25.064.098/0001-71 - MUNICIPIO DE ANGICO,TO,CAIXA ECONOMICA FEDERAL - PROGRAMAS SOCIAIS,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,-,4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - APOIO A POLITICA NACIONAL DE DESENVOLVIMENTO URBANO - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
16/12/2021,175004000012021NS028682,0001 - NACIONAL,Liquidação,Não se aplica,45.787.652/0001-56 - MUNICIPIO DE MONTE MOR,SP,CAIXA ECONOMICA FEDERAL - PROGRAMAS SOCIAIS,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,-,4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - APOIO A POLITICA NACIONAL DE DESENVOLVIMENTO URBANO - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
16/12/2021,175004000012021NS028685,0001 - NACIONAL,Liquidação,Não se aplica,10.560.403/0001-49 - MUNICIPIO DE NAZARIA,DF,CAIXA ECONOMICA FEDERAL - PROGRAMAS SOCIAIS,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,-,4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - APOIO A POLITICA NACIONAL DE DESENVOLVIMENTO URBANO - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
16/12/2021,175004000012021NS028690,0001 - NACIONAL,Liquidação,Não se aplica,01.612.575/0001-28 - MUNICIPIO DE CARIDADE DO PIAUI,PI,CAIXA ECONOMICA FEDERAL - PROGRAMAS SOCIAIS,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,-,4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - APOIO A POLITICA NACIONAL DE DESENVOLVIMENTO URBANO - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
16/12/2021,175004000012021NS028694,0001 - NACIONAL,Liquidação,Não se aplica,17.990.714/0001-97 - MUNICIPIO DE CENTRAL DE MINAS,MG,CAIXA ECONOMICA FEDERAL - PROGRAMAS SOCIAIS,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,-,4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - APOIO A POLITICA NACIONAL DE DESENVOLVIMENTO URBANO - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
16/12/2021,175004000012021NS028700,0001 - NACIONAL,Liquidação,Não se aplica,02.382.067/0001-63 - MUNICIPIO DE CRIXAS,GO,CAIXA ECONOMICA FEDERAL - PROGRAMAS SOCIAIS,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,-,4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - APOIO A POLITICA NACIONAL DE DESENVOLVIMENTO URBANO - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
16/12/2021,175004000012021NS028710,0001 - NACIONAL,Liquidação,Não se aplica,01.551.148/0001-87 - MUNICIPIO DE BOM JESUS,SC,CAIXA ECONOMICA FEDERAL - PROGRAMAS SOCIAIS,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,-,4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - APOIO A POLITICA NACIONAL DE DESENVOLVIMENTO URBANO - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
16/12/2021,175004000012021NS028742,0001 - NACIONAL,Liquidação,Não se aplica,04.056.230/0001-23 - MUNICIPIO DE SAO LUIZ,RR,CAIXA ECONOMICA FEDERAL - PROGRAMAS SOCIAIS,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,-,4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - APOIO A POLITICA NACIONAL DE DESENVOLVIMENTO URBANO - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
16/12/2021,175004000012021OB806406,0001 - NACIONAL,Pagamento,Original,08.113.631/0001-29 - MUNICIPIO DE PARAZINHO,RN,CAIXA ECONOMICA FEDERAL - PROGRAMAS SOCIAIS,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,"481.104,00",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - APOIO A POLITICA NACIONAL DE DESENVOLVIMENTO URBANO - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
17/12/2021,175004000012021NE003642,0001 - NACIONAL,Empenho,Não se aplica,46.634.507/0001-06 - MUNICIPIO DE SALTO,SP,CAIXA ECONOMICA FEDERAL - PROGRAMAS SOCIAIS,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,"238.856,00",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - APOIO A POLITICA NACIONAL DE DESENVOLVIMENTO URBANO - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
